5.749999880790710449e-01,3.333333432674407959e-01,3.039999902248382568e-01,1.963470280170440674e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
6.050000190734863281e-01,3.166666626930236816e-01,3.120000064373016357e-01,2.009132355451583862e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
6.150000095367431641e-01,3.166666626930236816e-01,3.280000090599060059e-01,2.100456655025482178e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
6.100000143051147461e-01,3.333333432674407959e-01,2.919999957084655762e-01,1.872146129608154297e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.899999737739562988e-01,3.166666626930236816e-01,2.520000040531158447e-01,1.552511453628540039e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.550000071525573730e-01,3.166666626930236816e-01,2.280000001192092896e-01,1.506849378347396851e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.350000262260437012e-01,3.166666626930236816e-01,2.160000056028366089e-01,1.095890402793884277e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.149999856948852539e-01,3.166666626930236816e-01,2.560000121593475342e-01,1.689497679471969604e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.199999809265136719e-01,3.166666626930236816e-01,2.240000069141387939e-01,1.187214627861976624e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.000000000000000000e-01,3.166666626930236816e-01,2.199999988079071045e-01,1.050228327512741089e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.149999856948852539e-01,3.333333432674407959e-01,2.520000040531158447e-01,1.689497679471969604e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
4.900000095367431641e-01,3.166666626930236816e-01,2.479999959468841553e-01,1.506849378347396851e-01,9.499999880790710449e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.600000023841857910e-01,3.166666626930236816e-01,2.399999946355819702e-01,1.278538852930068970e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
4.799999892711639404e-01,3.166666626930236816e-01,2.879999876022338867e-01,1.552511453628540039e-01,9.300000071525573730e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.350000262260437012e-01,3.000000119209289551e-01,2.800000011920928955e-01,1.826484054327011108e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.699999928474426270e-01,3.166666626930236816e-01,2.440000027418136597e-01,1.232876703143119812e-01,9.300000071525573730e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.149999856948852539e-01,3.166666626930236816e-01,2.879999876022338867e-01,1.095890402793884277e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
4.499999880790710449e-01,3.000000119209289551e-01,2.560000121593475342e-01,1.461187154054641724e-01,9.300000071525573730e-01,0.000000000000000000e+00,1.071428582072257996e-01
5.000000000000000000e-01,3.166666626930236816e-01,2.520000040531158447e-01,1.415525078773498535e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
4.850000143051147461e-01,3.166666626930236816e-01,2.800000011920928955e-01,1.141552478075027466e-01,9.300000071525573730e-01,0.000000000000000000e+00,1.071428582072257996e-01
4.399999976158142090e-01,3.166666626930236816e-01,3.759999871253967285e-01,1.598173528909683228e-01,9.399999976158142090e-01,0.000000000000000000e+00,1.071428582072257996e-01
4.399999976158142090e-01,3.000000119209289551e-01,2.160000056028366089e-01,1.050228327512741089e-01,9.300000071525573730e-01,9.993333435058593750e+01,1.071428582072257996e-01
